ID,Posted at,Screen name,Text
523315485564502016,2014-10-18 03:31:49 +0000,AlliWiney,RT @USAUltimate: #SCTop10: Stanley Peterson being Stanley Peterson. https://www.youtube.com/watch?v=p3wibdrXG5c&feature=youtu.be&a @ngnultimate @BravoUltimate #StanleyRevisIsland #NationalsTX
523314858377232384,2014-10-18 03:29:19 +0000,SexyUltPlayers,Simon Higgins from #revolverultimate #NationalsTX #CaliBoys http://t.co/Sk3Dtl2Sue
523313538152927233,2014-10-18 03:24:04 +0000,FinnCollom,RT @USAUltimate: #SCTop10: Stanley Peterson being Stanley Peterson. https://www.youtube.com/watch?v=p3wibdrXG5c&feature=youtu.be&a @ngnultimate @BravoUltimate #StanleyRevisIsland #NationalsTX
523312480345284608,2014-10-18 03:19:52 +0000,KristinLloyd3,RT @USAUltimate: Leah Brown recaps Friday's action in the women's division at #NationalsTX. http://www.usaultimate.org/news/2014-nationals--womens-division-day-2-recap/
523311853733412864,2014-10-18 03:17:23 +0000,SeattleRiot,RT @USAUltimate: Leah Brown recaps Friday's action in the women's division at #NationalsTX. http://www.usaultimate.org/news/2014-nationals--womens-division-day-2-recap/
523311719108841472,2014-10-18 03:16:51 +0000,BlackLungUlti,RT @USAUltimate: #SCTop10: Stanley Peterson being Stanley Peterson. https://www.youtube.com/watch?v=p3wibdrXG5c&feature=youtu.be&a @ngnultimate @BravoUltimate #StanleyRevisIsland #NationalsTX
523311432591355904,2014-10-18 03:15:42 +0000,USAUltimate,Leah Brown recaps Friday's action in the women's division at #NationalsTX. http://www.usaultimate.org/news/2014-nationals--womens-division-day-2-recap/
523310822999990272,2014-10-18 03:13:17 +0000,sludgebrown,"Semifinalists Qty by Division
Men: 4 teams
Mixed: 4 teams
Women: 4 teams
#numbers #NationalsTX"
523309566336192512,2014-10-18 03:08:17 +0000,ameye13,RT @USAUltimate: #SCTop10: Stanley Peterson being Stanley Peterson. https://www.youtube.com/watch?v=p3wibdrXG5c&feature=youtu.be&a @ngnultimate @BravoUltimate #StanleyRevisIsland #NationalsTX
523309428804964352,2014-10-18 03:07:45 +0000,SeattleRiot,"RT @WomenInUltimate: Holy crap, look at that launch point @SeattleRiot @FulcrumPro!!#SCtop10 | Riot's Fiona - https://vimeo.com/109294272 #NationalsTX #inspiration"
523309020590133248,2014-10-18 03:06:07 +0000,bamasecs,RT @USAUltimate: #SCTop10: Stanley Peterson being Stanley Peterson. https://www.youtube.com/watch?v=p3wibdrXG5c&feature=youtu.be&a @ngnultimate @BravoUltimate #StanleyRevisIsland #NationalsTX
523308726338744320,2014-10-18 03:04:57 +0000,joshbrewer13,RT @Cjsmith613: All these post about #NationalsTX makes me want to start an Ultimate league in Rockingham!
523308641978703872,2014-10-18 03:04:37 +0000,SeattleRiot,RT @FulcrumPro: You make the call... was she in?  @SeattleRiot vs @ozoneultimate | #NationalsTX | https://vimeo.com/109297719
523308507752181760,2014-10-18 03:04:05 +0000,SeattleRiot,RT @FulcrumPro: @SeattleRiot Day 02 Highlights have premiered to the team and are now uploading slowly...  #NationalsTX
523307625480327169,2014-10-18 03:00:35 +0000,KirkNylen,RT @GOATultimate: The best cool down is one that comes after a huge win to make semis #NationalsTX http://t.co/XR5e0ehMzq
523306095004356608,2014-10-18 02:54:30 +0000,NLchemist,RT @USAUltimate: #SCTop10: Stanley Peterson being Stanley Peterson. https://www.youtube.com/watch?v=p3wibdrXG5c&feature=youtu.be&a @ngnultimate @BravoUltimate #StanleyRevisIsland #NationalsTX
523306005057130496,2014-10-18 02:54:08 +0000,FulcrumPro,@SeattleRiot Day 02 Highlights have premiered to the team and are now uploading slowly...  #NationalsTX
523305864003076097,2014-10-18 02:53:35 +0000,Z_Zed_Zed,RT @BellinghamUlti: Of all the games were looking forward to tomorrow @SeattleRiot v @furyultimate tops the list. #NationalsTX
523304148976926720,2014-10-18 02:46:46 +0000,PhillyAMP,RT @USAUltimate: #SCTop10: Stanley Peterson being Stanley Peterson. https://www.youtube.com/watch?v=p3wibdrXG5c&feature=youtu.be&a @ngnultimate @BravoUltimate #StanleyRevisIsland #NationalsTX
523303873696776192,2014-10-18 02:45:40 +0000,CKtheGM,RT @USAUltimate: #SCTop10: Stanley Peterson being Stanley Peterson. https://www.youtube.com/watch?v=p3wibdrXG5c&feature=youtu.be&a @ngnultimate @BravoUltimate #StanleyRevisIsland #NationalsTX
523303800300253184,2014-10-18 02:45:23 +0000,admitators,RT @FiveUltimateLLC: Last games of the day under the amazing Frisco sky. #NationalsTX http://instagram.com/p/uReh9kuT_d/
523303570947731456,2014-10-18 02:44:28 +0000,badger_kv,RT @justinfoord28: I haven't whipped my shirt off that quickly since @meganfox randomly skyped me. #NationalsTX
523303422838439936,2014-10-18 02:43:53 +0000,jasonduiella,RT @USAUltimate: #SCTop10: Stanley Peterson being Stanley Peterson. https://www.youtube.com/watch?v=p3wibdrXG5c&feature=youtu.be&a @ngnultimate @BravoUltimate #StanleyRevisIsland #NationalsTX
523302954493677568,2014-10-18 02:42:01 +0000,Cjsmith613,All these post about #NationalsTX makes me want to start an Ultimate league in Rockingham!
523302815566143488,2014-10-18 02:41:28 +0000,Z_Zed_Zed,RT @USAUltimate: #SCTop10: Stanley Peterson being Stanley Peterson. https://www.youtube.com/watch?v=p3wibdrXG5c&feature=youtu.be&a @ngnultimate @BravoUltimate #StanleyRevisIsland #NationalsTX
523302030887358464,2014-10-18 02:38:21 +0000,JJLPhoto,RT @vcultimate: RT if you love a good upset. #NationalsTX
523301986700386304,2014-10-18 02:38:10 +0000,drewteachout19,RT @USAUltimate: #SCTop10: Stanley Peterson being Stanley Peterson. https://www.youtube.com/watch?v=p3wibdrXG5c&feature=youtu.be&a @ngnultimate @BravoUltimate #StanleyRevisIsland #NationalsTX
523301106852446208,2014-10-18 02:34:41 +0000,danielthai,It’s been a long and tiring couple of days at #NationalsTX. Totally been worth it so far. See the highlights here: http://www.ultiphotos.com/usau/nationals/2014
523300904259174400,2014-10-18 02:33:52 +0000,dcon11,RT @UltiPhotos: Holy Beast Mode! Georgia B.! @HeistUltimate @capsultimate @WomenInUltimate @USAUltimate #NationalsTX http://www.ultiphotos.com/usau/nationals/2014/fri/highlights/h186d697f
523300854581821440,2014-10-18 02:33:40 +0000,MQuintonRinnton,RT @USAUltimate: #SCTop10: Stanley Peterson being Stanley Peterson. https://www.youtube.com/watch?v=p3wibdrXG5c&feature=youtu.be&a @ngnultimate @BravoUltimate #StanleyRevisIsland #NationalsTX
523300221015822336,2014-10-18 02:31:09 +0000,michaelalynnd3,RT @vcultimate: RT if you love a good upset. #NationalsTX
523299243058950144,2014-10-18 02:27:16 +0000,justinfoord28,I haven't whipped my shirt off that quickly since @meganfox randomly skyped me. #NationalsTX
523295864056733696,2014-10-18 02:13:51 +0000,daFrisbeeFreak,RT @DiscStore: The fire marshal stopped by our booth and put these up. #NationalsTX #truestory http://t.co/cTb4K4xFWI
523295405812236288,2014-10-18 02:12:01 +0000,ameye13,“@FulcrumPro: You make the call... was she in?  @SeattleRiot vs @ozoneultimate | #NationalsTX | https://vimeo.com/109297719” #SCtop10 for sure
523294970996727808,2014-10-18 02:10:18 +0000,NOTliquidhustle,"Columbus rocking it today at #NationalsTX , nice job @ColumbusMixed     Hey @theAUDL , maybe consider a team there?"
523294645481000961,2014-10-18 02:09:00 +0000,FulcrumPro,You make the call... was she in?  @SeattleRiot vs @ozoneultimate | #NationalsTX | https://vimeo.com/109297719
523294600824631296,2014-10-18 02:08:49 +0000,Z_Zed_Zed,RT @vcultimate: RT if you love a good upset. #NationalsTX
523293744850665473,2014-10-18 02:05:25 +0000,TempoUltimate,RT @PBRawr: Our fortune cookie. #true #NationalsTX http://t.co/acdokhYxlU
523293501883432960,2014-10-18 02:04:27 +0000,AyyyyOhhhh,RT @USAUltimate: #SCTop10: Stanley Peterson being Stanley Peterson. https://www.youtube.com/watch?v=p3wibdrXG5c&feature=youtu.be&a @ngnultimate @BravoUltimate #StanleyRevisIsland #NationalsTX
523293288552345601,2014-10-18 02:03:36 +0000,TempoUltimate,RT @TripleCrownTour: Women's: @NightlockUlt defeats @HeistUltimate 15-9 to advance to a Pro Flight Play-in game tomorrow against @MollyBrownTown #NationalsTX
523293246894923776,2014-10-18 02:03:27 +0000,USAUltimateWG,RT @USAUltimate: #SCTop10: Stanley Peterson being Stanley Peterson. https://www.youtube.com/watch?v=p3wibdrXG5c&feature=youtu.be&a @ngnultimate @BravoUltimate #StanleyRevisIsland #NationalsTX
523292046275407872,2014-10-18 01:58:40 +0000,ringultimate,"Reppin' the best. Thanks 5! ""@FiveUltimateLLC: #5sponsored update: @ringultimate, @clxbttp and @206ghettobirds made semis! #NationalsTX"""
523291314507350017,2014-10-18 01:55:46 +0000,ScooberFTW,"The grind continues at our Air Bnb. Stay tuned to @Ulti_world tonight for semis previews! Great crew! #NationalsTX 
http://ultiworld.com/live/"
523290827888422912,2014-10-18 01:53:50 +0000,82condor,RT @USAUltimate: #SCTop10: Stanley Peterson being Stanley Peterson. https://www.youtube.com/watch?v=p3wibdrXG5c&feature=youtu.be&a @ngnultimate @BravoUltimate #StanleyRevisIsland #NationalsTX
523289042566529026,2014-10-18 01:46:44 +0000,jenni_jean93,RT @USAUltimate: #SCTop10: Stanley Peterson being Stanley Peterson. https://www.youtube.com/watch?v=p3wibdrXG5c&feature=youtu.be&a @ngnultimate @BravoUltimate #StanleyRevisIsland #NationalsTX
523288916296617984,2014-10-18 01:46:14 +0000,TTownClassic,RT @BellinghamUlti: Of all the games were looking forward to tomorrow @SeattleRiot v @furyultimate tops the list. #NationalsTX
523288452788654080,2014-10-18 01:44:24 +0000,jessabug,RT @USAUltimate: #SCTop10: Stanley Peterson being Stanley Peterson. https://www.youtube.com/watch?v=p3wibdrXG5c&feature=youtu.be&a @ngnultimate @BravoUltimate #StanleyRevisIsland #NationalsTX
523288440012832768,2014-10-18 01:44:21 +0000,newmie13,RT @UltiPhotos: Holy Beast Mode! Georgia B.! @HeistUltimate @capsultimate @WomenInUltimate @USAUltimate #NationalsTX http://www.ultiphotos.com/usau/nationals/2014/fri/highlights/h186d697f
523288083945754624,2014-10-18 01:42:56 +0000,bdultimate,RT @UltiPhotos: Holy Beast Mode! Georgia B.! @HeistUltimate @capsultimate @WomenInUltimate @USAUltimate #NationalsTX http://www.ultiphotos.com/usau/nationals/2014/fri/highlights/h186d697f
523286727402586112,2014-10-18 01:37:32 +0000,derrelldurrett,RT @USAUltimate: #SCTop10: Stanley Peterson being Stanley Peterson. https://www.youtube.com/watch?v=p3wibdrXG5c&feature=youtu.be&a @ngnultimate @BravoUltimate #StanleyRevisIsland #NationalsTX
523285528695681024,2014-10-18 01:32:46 +0000,traffic_ulti,RT @TripleCrownTour: Watch @ngnultimate at 11am EDT tomorrow for a Pro Flight Qualifier: @traffic_ulti v @SchwaUltimate #NationalsTX https://www.ngnultimate.com/games/womens-qualifier
523284063848005632,2014-10-18 01:26:57 +0000,larntm,RT @BellinghamUlti: Of all the games were looking forward to tomorrow @SeattleRiot v @furyultimate tops the list. #NationalsTX
523283912475561985,2014-10-18 01:26:21 +0000,CUMamabird,RT @USAUltimate: #SCTop10: Stanley Peterson being Stanley Peterson. https://www.youtube.com/watch?v=p3wibdrXG5c&feature=youtu.be&a @ngnultimate @BravoUltimate #StanleyRevisIsland #NationalsTX
523281624247836672,2014-10-18 01:17:16 +0000,bamasecs,RT @TripleCrownTour: Men's (correction): @doublewidetx beat @pghtemper 15-13 to advance to a Pro Flight Play-in tomorrow vs @ATLchain #NationalsTX
523281532820410368,2014-10-18 01:16:54 +0000,bamasecs,RT @sludgebrown: Men's #NationalsTX semifinal matchups - GOAT vs Bravo & Ring vs Ironside - will be the first-time these teams play one another in 2014.
523281212970770434,2014-10-18 01:15:37 +0000,geozimm,RT @TripleCrownTour: Mixed: @admitators beat @DohAbides 13-11. #NationalsTX
523281175285354496,2014-10-18 01:15:28 +0000,bamasecs,RT @SpinUltimate: Final game of the day.  #texassunsets #NationalsTX http://t.co/TVmUP4o4la
523281135850504192,2014-10-18 01:15:19 +0000,Yorktownulti,RT @USAUltimate: #SCTop10: Stanley Peterson being Stanley Peterson. https://www.youtube.com/watch?v=p3wibdrXG5c&feature=youtu.be&a @ngnultimate @BravoUltimate #StanleyRevisIsland #NationalsTX
523281125171789824,2014-10-18 01:15:17 +0000,kinleygee,RT @USAUltimate: #SCTop10: Stanley Peterson being Stanley Peterson. https://www.youtube.com/watch?v=p3wibdrXG5c&feature=youtu.be&a @ngnultimate @BravoUltimate #StanleyRevisIsland #NationalsTX
523280156140380160,2014-10-18 01:11:25 +0000,PartyKang,RT @USAUltimate: #SCTop10: Stanley Peterson being Stanley Peterson. https://www.youtube.com/watch?v=p3wibdrXG5c&feature=youtu.be&a @ngnultimate @BravoUltimate #StanleyRevisIsland #NationalsTX
523279720704524288,2014-10-18 01:09:42 +0000,BellinghamUlti,RT @TripleCrownTour: Mixed: @admitators beat @DohAbides 13-11. #NationalsTX
523278775212326912,2014-10-18 01:05:56 +0000,lebelsph,RT @USAUltimate: #SCTop10: Stanley Peterson being Stanley Peterson. https://www.youtube.com/watch?v=p3wibdrXG5c&feature=youtu.be&a @ngnultimate @BravoUltimate #StanleyRevisIsland #NationalsTX
523278646682087425,2014-10-18 01:05:26 +0000,b_rainelgart,RT @USAUltimate: #SCTop10: Stanley Peterson being Stanley Peterson. https://www.youtube.com/watch?v=p3wibdrXG5c&feature=youtu.be&a @ngnultimate @BravoUltimate #StanleyRevisIsland #NationalsTX
523278422827864064,2014-10-18 01:04:32 +0000,jkummer13,RT @USAUltimate: #SCTop10: Stanley Peterson being Stanley Peterson. https://www.youtube.com/watch?v=p3wibdrXG5c&feature=youtu.be&a @ngnultimate @BravoUltimate #StanleyRevisIsland #NationalsTX
523277964482715648,2014-10-18 01:02:43 +0000,mikelovinguth,"RT @USAUltimate: Bring your kids to tomorrow's Learn to Play Clinic at #NationalsTX! Middle School kids at 11a, HS kids at 1p. http://play.usaultimate.org/events/Learn-to-Play-Club-Championships/"
523277348615901184,2014-10-18 01:00:16 +0000,kdubsultimate,RT @USAUltimate: #SCTop10: Stanley Peterson being Stanley Peterson. https://www.youtube.com/watch?v=p3wibdrXG5c&feature=youtu.be&a @ngnultimate @BravoUltimate #StanleyRevisIsland #NationalsTX
523276967433740288,2014-10-18 00:58:45 +0000,calebdenecour,RT @USAUltimate: #SCTop10: Stanley Peterson being Stanley Peterson. https://www.youtube.com/watch?v=p3wibdrXG5c&feature=youtu.be&a @ngnultimate @BravoUltimate #StanleyRevisIsland #NationalsTX
523276416281223168,2014-10-18 00:56:34 +0000,FunkinBen,RT @USAUltimate: #SCTop10: Stanley Peterson being Stanley Peterson. https://www.youtube.com/watch?v=p3wibdrXG5c&feature=youtu.be&a @ngnultimate @BravoUltimate #StanleyRevisIsland #NationalsTX
523276288883048449,2014-10-18 00:56:03 +0000,CarlaCNote,"RT @ElitesUltimate: TORO vs. World champion! @capsultimate @WomenInUltimate @USAUltimate #NationalsTX http://www.ultiphotos.com/usau/nationals/2014/fri/highlights/h186d697f"""
523276219651858433,2014-10-18 00:55:47 +0000,capsultimate,"RT @ElitesUltimate: TORO vs. World champion! @capsultimate @WomenInUltimate @USAUltimate #NationalsTX http://www.ultiphotos.com/usau/nationals/2014/fri/highlights/h186d697f"""
523276035022790656,2014-10-18 00:55:03 +0000,ElitesUltimate,"TORO vs. World champion! @capsultimate @WomenInUltimate @USAUltimate #NationalsTX http://www.ultiphotos.com/usau/nationals/2014/fri/highlights/h186d697f"""
523275862016544769,2014-10-18 00:54:22 +0000,AC_Heath46,RT @USAUltimate: #SCTop10: Stanley Peterson being Stanley Peterson. https://www.youtube.com/watch?v=p3wibdrXG5c&feature=youtu.be&a @ngnultimate @BravoUltimate #StanleyRevisIsland #NationalsTX
523275790465515520,2014-10-18 00:54:05 +0000,ElitesUltimate,RT @UltiPhotos: Holy Beast Mode! Georgia B.! @HeistUltimate @capsultimate @WomenInUltimate @USAUltimate #NationalsTX http://www.ultiphotos.com/usau/nationals/2014/fri/highlights/h186d697f
523275469060595712,2014-10-18 00:52:48 +0000,Sup_SG,“@USAUltimate: #SCTop10: Stanley Peterson being Stanley Peterson. https://www.youtube.com/watch?v=p3wibdrXG5c&feature=youtu.be&a #StanleyRevisIsland #NationalsTX” @KenyonRansom
523274053033787393,2014-10-18 00:47:10 +0000,TripleCrownTour,Mixed: @admitators beat @DohAbides 13-11. #NationalsTX
